35.48, 48
35.69, 48
35.85, 48
35.77, 48
47.37, 49
67.71, 49
80.41, 49
80.50, 49
80.63, 50
82.27, 50
83.30, 50
82.20, 50
81.34, 50
81.64, 50
83.47, 50
84.19, 50
82.57, 50
81.35, 50
81.37, 50
81.37, 50
81.68, 50
82.00, 50
82.11, 50
82.01, 50
81.76, 50
81.71, 50
83.10, 50
84.69, 50
83.75, 50
82.08, 50
81.48, 50
81.51, 50
81.70, 50
81.68, 50
81.52, 50
81.61, 50
81.95, 50
81.96, 50
81.71, 50
67.82, 49
51.74, 49
42.72, 49
37.64, 49
35.54, 49
35.56, 49
35.79, 49
36.21, 49
36.78, 49
36.99, 49
36.33, 49
35.59, 49
35.86, 49
36.58, 49
36.53, 49
35.93, 49
35.77, 49
35.69, 49
35.67, 49
35.74, 49
36.03, 49
36.36, 49
36.42, 49
36.06, 49
36.14, 49
36.10, 49
35.87, 49
35.94, 49
35.96, 49
36.01, 49
35.79, 49
35.71, 49
35.73, 49
35.78, 49
35.90, 49
36.04, 49
35.89, 49
35.88, 49
35.88, 49
35.72, 49
35.46, 49
35.27, 49
35.43, 49
35.78, 49
35.81, 49
35.65, 49
35.66, 49
35.76, 49
35.70, 49
35.66, 49
35.84, 49
36.16, 49
36.28, 49
36.02, 49
35.84, 49
35.65, 49
35.63, 49
35.46, 49
35.48, 49
35.58, 49
35.52, 49
35.29, 49
35.31, 49
35.15, 49
35.25, 49
35.37, 49
35.45, 49
35.48, 49
35.42, 49
35.40, 49
35.39, 49
35.52, 49
35.56, 49
35.49, 48
35.31, 49
35.36, 48
35.34, 48
35.27, 48
35.21, 48
35.23, 48
35.24, 48
35.12, 48
35.08, 48
35.03, 48
35.00, 48
35.10, 48
35.22, 48
35.33, 48
35.05, 48
35.12, 48
35.03, 48
34.99, 48
34.98, 48
34.99, 48
34.94, 48
35.03, 48
35.18, 48
35.11, 48
35.11, 48
35.13, 48
35.06, 48
35.09, 48
35.15, 48
35.22, 48
35.00, 48
35.05, 48
34.97, 48
34.95, 48
34.89, 48
34.99, 48
35.23, 48
35.05, 48
34.92, 48
34.93, 48
34.99, 48
34.99, 48
35.03, 48
35.07, 48
35.10, 48
35.15, 48
35.09, 48
35.13, 48
35.25, 48
35.27, 48
35.27, 48
35.35, 48
35.51, 48
35.48, 48
35.50, 48
35.46, 48
35.53, 48
35.41, 48
35.14, 48
35.00, 48
35.16, 48
35.27, 48
35.27, 48
35.30, 48
35.33, 48
35.27, 48
35.32, 48
35.41, 48
35.51, 48
35.65, 48
35.67, 48
35.71, 48
35.61, 48
35.64, 48
35.58, 48
35.67, 48
35.94, 48
35.92, 48
35.90, 48
35.80, 48
35.65, 48
35.43, 48
35.40, 48
35.41, 48
35.40, 48
35.45, 48
35.43, 48
35.36, 48
35.23, 48
35.30, 48
35.26, 48
35.39, 48
35.55, 48
35.63, 48
35.62, 48
35.47, 48
35.43, 48
35.34, 48
35.39, 48
35.45, 48
35.57, 48
35.54, 48
35.60, 48
35.59, 48
35.62, 48
35.74, 48
35.47, 48
35.52, 48
35.56, 48
35.66, 48
35.71, 48
35.51, 48
35.47, 48
35.58, 48
35.87, 48
35.76, 48
35.82, 48
35.94, 48
36.05, 48
36.13, 48
35.96, 48
35.84, 48
35.76, 48
35.83, 48
35.90, 48
36.21, 48
36.20, 48
35.95, 48
35.75, 48
35.79, 48
35.92, 48
35.89, 48
35.73, 48
35.84, 48
35.85, 48
35.89, 48
35.65, 48
35.71, 48
35.80, 48
35.51, 48
35.49, 48
35.51, 48
35.80, 48
35.75, 48
35.69, 48
35.55, 48
35.69, 48
35.74, 48
35.61, 48
35.32, 48
35.11, 48
35.20, 48
35.31, 48
35.38, 48
35.39, 48
35.54, 48
35.75, 48
35.82, 48
35.62, 48
35.50, 48
35.65, 48
35.65, 48
35.75, 48
35.55, 48
35.44, 48
35.26, 48
35.33, 48
35.33, 48
35.24, 48
