22.51, 39
26.91, 40
27.20, 40
25.68, 40
23.98, 40
23.41, 39
21.43, 39
21.86, 40
23.37, 39
23.15, 39
31.52, 41
57.91, 41
80.00, 41
79.88, 41
80.12, 41
80.49, 41
80.51, 41
80.12, 41
79.65, 41
79.84, 41
79.95, 41
79.83, 41
79.83, 41
79.81, 41
79.92, 41
79.94, 41
79.83, 41
79.86, 41
79.96, 41
80.04, 41
80.01, 41
80.25, 42
80.26, 42
79.90, 42
79.85, 42
79.85, 42
79.84, 42
79.85, 42
79.84, 42
79.94, 42
80.07, 42
80.15, 42
80.08, 42
79.81, 42
79.49, 42
79.53, 42
79.67, 42
80.10, 42
80.23, 42
80.21, 42
80.20, 42
80.01, 42
79.90, 42
79.89, 42
79.75, 42
79.70, 42
79.72, 42
79.76, 42
80.06, 42
80.13, 42
79.94, 42
79.89, 42
79.76, 42
79.82, 42
79.95, 42
80.21, 42
80.53, 42
80.63, 42
80.48, 42
80.15, 42
79.86, 42
79.79, 42
79.75, 42
79.72, 42
79.80, 42
79.89, 42
80.00, 42
79.80, 42
79.88, 42
79.95, 42
79.66, 42
79.51, 42
79.49, 43
79.57, 43
79.64, 43
78.81, 42
61.33, 41
39.88, 41
29.08, 41
22.30, 41
24.18, 41
23.73, 41
21.87, 41
21.46, 41
23.40, 41
23.45, 41
21.45, 41
21.02, 41
21.15, 41
21.77, 41
21.80, 41
21.95, 41
23.12, 41
22.92, 41
23.13, 41
22.83, 41
21.57, 41
23.39, 41
26.01, 41
25.99, 41
23.99, 41
22.82, 41
23.25, 41
22.65, 41
22.11, 41
22.19, 41
21.74, 41
21.38, 41
21.86, 41
22.07, 41
22.06, 41
21.74, 41
21.55, 41
21.12, 41
20.81, 41
21.47, 41
21.93, 41
21.84, 41
21.88, 41
21.89, 41
21.46, 41
23.21, 41
26.58, 41
27.15, 41
26.81, 41
27.34, 41
28.62, 41
27.96, 41
25.59, 41
24.43, 41
24.60, 41
23.71, 41
21.68, 41
22.05, 41
22.03, 41
22.01, 41
21.69, 41
22.79, 41
22.76, 41
21.49, 41
23.14, 41
23.26, 41
22.31, 41
22.24, 41
21.81, 41
21.49, 41
22.11, 41
22.58, 41
22.49, 41
22.39, 41
22.16, 41
21.62, 41
21.33, 41
22.76, 41
29.57, 41
35.91, 41
31.85, 41
29.20, 41
28.96, 41
26.79, 41
26.31, 41
27.22, 41
49.85, 42
74.41, 42
80.33, 42
80.64, 42
80.75, 42
80.33, 42
80.33, 42
80.85, 42
80.51, 42
80.00, 42
79.73, 42
79.73, 42
79.53, 42
79.65, 43
79.79, 43
79.75, 43
79.70, 43
79.78, 43
79.95, 43
80.06, 43
80.28, 43
80.62, 43
80.16, 43
79.93, 43
80.03, 43
79.93, 43
79.83, 43
79.79, 43
79.91, 43
79.82, 43
79.67, 43
79.73, 43
79.94, 43
80.07, 43
79.87, 43
79.76, 43
79.86, 43
80.07, 43
80.19, 43
80.14, 43
80.12, 43
80.04, 43
80.01, 43
80.03, 43
80.14, 43
80.12, 43
79.99, 43
80.08, 43
80.09, 43
80.13, 43
80.21, 43
80.14, 43
80.08, 43
80.04, 43
79.94, 43
80.50, 43
80.79, 43
80.54, 43
80.35, 43
80.58, 43
80.66, 43
80.86, 43
81.08, 44
80.75, 43
80.11, 44
79.69, 44
79.96, 44
80.27, 44
80.40, 44
80.42, 44
80.46, 44
80.70, 44
80.60, 44
80.35, 44
80.00, 44
79.84, 44
79.69, 44
79.71, 44
79.84, 44
80.01, 44
80.15, 44
80.78, 44
80.81, 44
80.41, 44
80.44, 44
80.61, 44
80.51, 44
73.54, 43
55.97, 43
34.48, 43
24.93, 42
23.55, 42
23.07, 42
22.72, 42
22.67, 42
22.61, 42
22.47, 42
22.30, 42
21.86, 42
21.59, 42
21.46, 42
21.41, 42
21.72, 42
22.34, 42
22.52, 42
22.40, 42
22.44, 42
22.52, 42
24.11, 42
24.15, 42
22.92, 42
21.52, 42
21.59, 42
21.56, 42
22.03, 42
23.70, 42
23.69, 42
22.44, 42
22.33, 42
22.32, 42
22.39, 42
22.05, 42
21.64, 42
21.60, 42
22.00, 42
22.53, 42
22.54, 42
23.70, 42
24.80, 42
23.93, 42
21.67, 42
22.05, 42
21.58, 42
22.07, 42
22.03, 42
21.99, 42
22.74, 42
22.64, 42
22.39, 42
21.92, 42
21.84, 42
21.95, 42
25.29, 42
29.44, 42
29.00, 42
24.47, 42
22.64, 42
23.85, 42
23.89, 42
23.84, 42
22.64, 42
21.90, 42
22.70, 42
23.41, 42
23.39, 42
22.10, 42
23.01, 42
22.44, 42
22.09, 42
24.64, 42
23.80, 42
24.75, 42
28.95, 42
28.16, 42
25.81, 42
28.07, 42
25.37, 42
22.51, 42
22.66, 42
22.50, 42
22.01, 42
21.43, 42
21.32, 42
22.21, 42
25.60, 42
27.43, 42
26.12, 42
33.14, 43
58.41, 43
80.11, 43
79.87, 43
79.77, 43
79.59, 43
79.60, 43
79.72, 43
79.88, 44
79.86, 44
80.15, 44
80.44, 44
80.57, 44
80.70, 44
80.91, 44
80.91, 44
80.28, 44
79.92, 44
80.38, 44
80.66, 44
80.43, 44
80.19, 44
80.11, 44
80.19, 44
80.20, 44
80.15, 44
80.25, 44
80.35, 44
80.45, 44
80.49, 44
80.40, 44
80.50, 44
80.61, 44
80.39, 44
80.25, 44
80.29, 44
80.26, 44
80.24, 44
80.37, 44
80.41, 44
80.43, 44
80.41, 44
80.49, 44
81.08, 44
81.40, 44
81.05, 44
80.76, 44
80.37, 44
80.72, 44
80.83, 44
80.40, 44
80.33, 44
80.47, 44
80.58, 44
80.71, 44
80.78, 44
80.72, 44
80.69, 44
80.71, 45
80.64, 45
80.65, 45
80.67, 45
80.73, 45
80.84, 45
65.23, 44
45.93, 43
55.65, 44
74.14, 45
80.99, 45
80.99, 45
81.13, 45
81.09, 45
81.03, 45
81.00, 45
80.75, 45
80.48, 45
80.51, 45
80.61, 45
80.67, 45
80.74, 45
80.82, 45
80.75, 45
80.53, 45
80.46, 45
80.58, 45
80.74, 45
80.72, 45
80.70, 45
80.74, 45
80.81, 45
80.82, 45
80.75, 45
80.49, 45
80.36, 45
80.34, 45
80.30, 45
80.21, 45
80.24, 45
80.33, 45
80.29, 45
64.77, 44
45.90, 44
34.85, 44
26.81, 44
22.74, 44
22.25, 44
22.08, 44
21.79, 44
21.64, 43
21.75, 43
21.82, 43
21.96, 43
22.38, 43
22.75, 43
22.98, 43
22.94, 43
22.92, 43
23.08, 43
22.91, 43
22.83, 43
22.39, 43
21.97, 43
21.87, 43
22.26, 43
22.87, 43
23.19, 43
44.85, 45
70.62, 45
80.37, 45
80.39, 45
80.24, 45
80.23, 45
80.57, 45
80.86, 45
80.73, 45
80.97, 45
80.89, 45
80.43, 45
80.15, 45
80.30, 45
80.63, 45
80.64, 45
80.59, 45
80.62, 45
80.85, 45
80.66, 45
80.53, 45
80.48, 45
80.36, 45
80.18, 45
80.26, 45
80.29, 45
80.36, 45
80.42, 45
80.60, 45
80.84, 45
80.87, 45
80.78, 46
80.92, 46
80.70, 46
80.60, 46
80.59, 46
80.50, 46
80.42, 46
80.47, 46
80.58, 46
80.57, 46
80.46, 46
80.54, 46
80.69, 46
80.55, 46
80.35, 46
80.40, 46
80.32, 46
80.14, 46
80.14, 46
80.36, 46
80.88, 46
81.21, 46
81.23, 46
80.88, 46
80.61, 46
80.61, 46
80.71, 46
80.50, 46
80.57, 46
80.51, 46
80.31, 46
80.17, 46
80.38, 46
80.49, 46
79.22, 45
62.62, 45
45.32, 45
40.37, 45
37.18, 45
31.79, 45
30.34, 45
27.85, 45
27.37, 45
27.59, 44
28.89, 45
53.26, 46
79.20, 46
81.62, 46
81.68, 46
81.78, 46
81.70, 46
81.61, 46
81.54, 46
81.58, 46
81.89, 46
81.92, 46
82.08, 46
82.12, 46
81.82, 46
81.88, 46
81.97, 46
81.82, 46
81.78, 46
81.96, 46
81.96, 46
81.82, 46
81.79, 46
81.85, 46
81.93, 46
81.89, 46
81.95, 46
81.75, 46
81.60, 47
81.72, 47
